BLUE_TOP,BLUE_JUNGLE,BLUE_MIDDLE,BLUE_BOTTOM,BLUE_UTILITY,RED_WINNER,RED_TOP,RED_JUNGLE,RED_MIDDLE,RED_BOTTOM,RED_UTILITY
Kennen,Qiyana,Smolder,KogMaw,Nami,False,KSante,Diana,Graves,Corki,Leona
Jayce,Khazix,Annie,Tristana,Skarner,True,Malphite,JarvanIV,Kennen,Ashe,Sona
Corki,XinZhao,Katarina,Ziggs,Brand,True,Kennen,LeeSin,Jayce,Lux,Poppy
Gwen,Graves,Syndra,Kalista,Soraka,True,Kennen,Taliyah,Yone,Lucian,Nami
Gwen,JarvanIV,Jayce,Tristana,Lulu,True,Nasus,Kennen,Vex,Corki,
Kennen,Darius,Kassadin,,,True,Garen,Lulu,Akshan,Jinx,
DrMundo,Lillia,Rumble,Samira,Leona,True,Neeko,Khazix,Brand,Zeri,Janna
Sion,Kayn,Gwen,Zyra,Leona,True,Kennen,Rumble,Zed,Ziggs,
Gnar,Graves,Kassadin,Ashe,Taric,True,Malphite,FiddleSticks,Galio,Jhin,Leona
Kennen,Nunu,Pantheon,Samira,Rell,True,Gangplank,Lillia,Kassadin,Jhin,Alistar
Vladimir,Nunu,Tristana,Seraphine,Sona,True,Aurora,Khazix,Sylas,Kalista,Senna
Garen,Viego,Swain,Kaisa,Nautilus,True,Jax,Belveth,Kennen,Corki,Thresh
Renekton,Nunu,Lux,Jinx,Taric,True,Kennen,Belveth,Sylas,KogMaw,Bard
Kennen,Taliyah,Qiyana,Ashe,Leona,False,Yone,LeeSin,Sylas,Varus,Nautilus
Kennen,Graves,Annie,Lux,TahmKench,False,Aurora,Jax,Syndra,Ashe,Rell
Kennen,Viego,Vex,Draven,Shaco,True,Akali,Gwen,Tristana,Corki,Janna
Kennen,Skarner,Fizz,Lux,TahmKench,True,Jayce,Volibear,Yone,Tristana,Leona
Kennen,Lillia,Corki,Xayah,Galio,False,Fiora,Sylas,Zeri,Jhin,Zac
Kennen,Graves,Kassadin,Caitlyn,Bard,True,KSante,Viego,Ahri,Jhin,Xerath
Jax,Ivern,Syndra,Ashe,Leona,True,Kennen,Poppy,Naafiri,Vayne,Brand
Kennen,Qiyana,Yasuo,Kaisa,Leona,False,Singed,LeeSin,Renekton,Syndra,Thresh
Kennen,Ekko,Galio,Caitlyn,Leona,True,Riven,Viego,Taliyah,Varus,Bard
Urgot,Nidalee,Malzahar,Varus,Blitzcrank,True,Neeko,Ekko,AurelionSol,Zilean,Leona
Kennen,Shaco,Sylas,Kaisa,Lulu,True,Tryndamere,Belveth,Akali,Varus,Thresh
Aurora,Skarner,Qiyana,Ziggs,Nami,False,Kennen,MasterYi,Ahri,Caitlyn,Bard
Malphite,MasterYi,Talon,Lucian,Nami,False,Gangplank,Jayce,Malzahar,Kaisa,Janna
Kennen,MasterYi,Karma,Jhin,Rell,False,Garen,FiddleSticks,Yone,Kaisa,Poppy
Heimerdinger,Rumble,Qiyana,Aphelios,Senna,True,Gangplank,Kindred,Taliyah,Draven,Kennen
Aatrox,Vi,Orianna,Kaisa,Shen,False,Aurora,MasterYi,Galio,Jhin,Leona
Aatrox,Karthus,Yasuo,Naafiri,Soraka,True,Kennen,MasterYi,Leblanc,Twitch,Lulu
,Sejuani,Talon,Yasuo,Rakan,True,Neeko,MasterYi,Syndra,AurelionSol,Shaco
Kennen,MasterYi,Yasuo,AurelionSol,Alistar,False,Shen,Khazix,Sylas,Samira,Leona
KSante,MasterYi,Hwei,Ezreal,Kennen,False,Gnar,Graves,Veigar,Twitch,Senna
Kennen,MasterYi,Karma,Tristana,Alistar,False,Aurora,Shaco,AurelionSol,Xayah,Leona
Kennen,XinZhao,Yone,MissFortune,Neeko,False,Riven,RekSai,Akshan,Zyra,Zoe
Kennen,Belveth,Yasuo,Kaisa,Renata,True,Gnar,Olaf,Katarina,Zeri,Braum
Riven,Karthus,Zed,Ezreal,Senna,False,Kennen,Kayn,Akshan,Samira,Rell
Kennen,JarvanIV,Hwei,Twitch,Thresh,True,Sylas,LeeSin,Ryze,Kaisa,Rell
Kennen,MasterYi,Galio,Ezreal,Rakan,False,Jayce,Talon,Akali,Kaisa,Maokai
Kennen,Viego,Pantheon,Jinx,Rell,True,Ornn,Kindred,Yasuo,Karthus,Nautilus
Kennen,RekSai,Swain,Kalista,Thresh,True,Jax,Gragas,Yasuo,Kaisa,Taric
Kennen,Viego,Syndra,Kalista,Thresh,True,Garen,Khazix,Sylas,Ezreal,Galio
Kennen,Viego,Swain,Kaisa,Leona,False,Yone,RekSai,Galio,Kalista,Thresh
Gangplank,Hecarim,Syndra,Ashe,Thresh,True,Kennen,Viego,Viktor,Ezreal,Rell
Rumble,Kayn,Galio,Ezreal,Shen,True,Kennen,Elise,Sion,Ashe,Thresh
Darius,Teemo,Taliyah,Aphelios,Lulu,True,Gnar,MasterYi,Kennen,KogMaw,Nami
Kennen,MasterYi,Singed,Draven,Janna,False,Gnar,Viego,TwistedFate,Aphelios,Nautilus
Kennen,MasterYi,Viktor,Jhin,Rell,True,Elise,Karthus,TwistedFate,Vayne,Alistar
Urgot,MasterYi,Galio,Ezreal,Karma,True,KSante,Graves,Lissandra,Kaisa,Nautilus
Kennen,MasterYi,Zed,Seraphine,Bard,False,Urgot,Diana,Zoe,Ezreal,Elise
Gwen,LeeSin,Hwei,Zeri,Sona,True,Neeko,Vi,Sylas,Ezreal,Bard
Fiora,RekSai,Anivia,Jinx,Lulu,True,Kennen,Kindred,Lux,Hwei,Pyke
Yone,Hecarim,Brand,Nilah,Soraka,True,Kennen,Viego,Galio,Caitlyn,Rell
Kennen,Shaco,Pyke,Ezreal,Sona,False,Azir,Talon,Lux,KogMaw,Yuumi
Shen,Hecarim,Yone,Swain,Leona,False,Kennen,Talon,Azir,Draven,Yuumi
Azir,LeeSin,Ahri,Ezreal,Renata,True,Kennen,Viego,Anivia,Draven,Camille
Kennen,Viego,Galio,Caitlyn,Nami,False,Sejuani,Gragas,Yone,Kaisa,Pyke
Aurora,Khazix,Yasuo,Caitlyn,Braum,False,Gangplank,Viego,Viktor,Kaisa,Nautilus
Kennen,Skarner,Yasuo,KogMaw,Nautilus,False,FiddleSticks,Belveth,Akali,Zeri,Thresh
Mordekaiser,Viego,Syndra,Nilah,Lux,False,Pantheon,MonkeyKing,Veigar,Twitch,Kennen
Vladimir,JarvanIV,TwistedFate,Ashe,Rakan,True,Akali,Elise,Yone,Caitlyn,Karma
Udyr,Graves,Vex,Ashe,Maokai,True,Olaf,Nidalee,Yone,Tristana,Nautilus
Garen,Evelynn,Zed,Nilah,JarvanIV,True,Fiora,Belveth,Hwei,Lucian,Nami
Vladimir,Khazix,Syndra,Caitlyn,Leona,True,Gwen,Viego,Orianna,Jhin,Karma
Gangplank,LeeSin,Ahri,Kaisa,Soraka,False,Nidalee,Shaco,Viktor,Caitlyn,Karma
Aatrox,Evelynn,Anivia,Jhin,Karma,True,Ornn,Graves,Ekko,Kalista,JarvanIV
Ryze,Viego,AurelionSol,Jhin,Morgana,False,Camille,LeeSin,Syndra,Kaisa,Kennen
Darius,Ekko,Corki,Jax,JarvanIV,True,Warwick,Nidalee,Yone,Yasuo,Taric
Warwick,Graves,Anivia,Ezreal,Rell,True,Jax,Khazix,Leblanc,Kaisa,Leona
Camille,Khazix,Kassadin,Zeri,Milio,True,Vayne,Viego,Lux,Hwei,Rell
Vayne,Zac,Yone,Karthus,Rell,False,Urgot,Belveth,Taliyah,Kaisa,Alistar
Olaf,Nunu,Neeko,Samira,Rell,False,Camille,Ivern,Yone,Brand,Taric
KSante,Ivern,Xerath,Vayne,Senna,False,Renekton,Khazix,Seraphine,Aphelios,Rell
Irelia,Nocturne,Leblanc,Caitlyn,Rell,False,Tryndamere,Ekko,Lissandra,Ashe,Janna
Zac,MasterYi,Sylas,Jhin,Rell,True,Azir,Qiyana,Veigar,Ashe,Karma
Aatrox,Nunu,Diana,Lucian,Lulu,True,Gwen,Viego,Ahri,Samira,Rell
Camille,Hecarim,Akshan,Kaisa,Rell,False,Fiora,Viego,Yone,Karthus,Syndra
JarvanIV,Diana,Sylas,Yasuo,Rell,False,Olaf,Khazix,Syndra,Ashe,Maokai
Poppy,Vi,Vladimir,Kaisa,Rell,False,Gwen,Nocturne,Malzahar,Jhin,JarvanIV
TahmKench,Nocturne,Yasuo,Ezreal,Poppy,False,Trundle,Viego,Syndra,Ashe,JarvanIV
Renekton,Khazix,Akali,Jhin,Leona,False,Yone,MasterYi,Syndra,Lucian,JarvanIV
Darius,Warwick,Heimerdinger,Swain,Bard,True,Azir,Karthus,Tristana,Kalista,JarvanIV
Karma,Viego,Syndra,Ashe,JarvanIV,True,Azir,Belveth,Orianna,Ezreal,Zyra
Rumble,Belveth,Leblanc,Kaisa,Bard,True,Jayce,Nidalee,Lissandra,Yasuo,JarvanIV
Fiora,Viego,TwistedFate,Zilean,Neeko,True,Gwen,Graves,Sylas,Ashe,Yuumi
Sion,Kayn,TwistedFate,Zilean,Nautilus,False,Jhin,Skarner,Akali,Yasuo,Teemo
Rengar,Viego,Fizz,Tristana,Janna,True,Garen,AurelionSol,Viktor,Ezreal,Senna
Garen,Gwen,Ahri,Zeri,Zilean,True,Vayne,Khazix,Syndra,Kaisa,Nautilus
Gnar,Kindred,Vex,Varus,Blitzcrank,False,Gwen,Sejuani,Lissandra,Kaisa,JarvanIV
Warwick,Skarner,Syndra,Jhin,Leona,False,Gwen,Ekko,Akshan,Karthus,Poppy
Lissandra,Hecarim,Leblanc,Zeri,Rell,True,Gwen,Khazix,Vex,Kaisa,Milio
Jax,Sylas,Ekko,Caitlyn,Karma,False,Teemo,JarvanIV,Veigar,Jhin,Morgana
Jax,Sylas,Leblanc,Kaisa,Thresh,True,Ambessa,Naafiri,Galio,Lucian,Pyke
Ornn,Shaco,Fizz,Kaisa,Nautilus,True,Singed,XinZhao,Galio,Jhin,Milio
Yorick,Viego,Tryndamere,Ziggs,Nunu,True,Ambessa,Morgana,Hwei,Draven,Alistar
Jax,Zac,Irelia,Syndra,Nami,True,Camille,Kindred,Azir,Jinx,Braum
Jax,Kindred,Azir,Draven,Maokai,False,Nocturne,Sylas,Talon,Morgana,Sona
Jax,Shaco,Ryze,Draven,Neeko,False,Zac,Diana,Irelia,Kaisa,Pyke
Jax,Viego,Azir,Yunara,Senna,False,Corki,Gwen,Veigar,Ezreal,Karma
RekSai,Rengar,Taliyah,Jinx,Neeko,True,Riven,Diana,Azir,Xayah,Lulu
Cassiopeia,Amumu,Fizz,Aphelios,Poppy,True,Sion,Diana,Seraphine,MissFortune,Pyke
Azir,MasterYi,Taliyah,Lucian,Nami,False,Ambessa,Sylas,Yone,KogMaw,Lulu
Aurora,Poppy,Sivir,Taliyah,Karma,False,Vladimir,XinZhao,Morgana,Jhin,Janna
KSante,Talon,,AurelionSol,Seraphine,True,Ambessa,Belveth,Orianna,Taliyah,Milio
Camille,Zed,Kassadin,Lucian,Nami,True,Vayne,Brand,Ryze,Irelia,Nautilus
Ambessa,MonkeyKing,Yone,Mel,Elise,True,Darius,Rengar,Viktor,Lucian,Leona
Gangplank,Trundle,Zed,Mel,Poppy,True,Yone,MonkeyKing,Aurora,Cassiopeia,Rakan
Darius,Viego,Zoe,Corki,Blitzcrank,True,Jayce,Rumble,Tristana,Cassiopeia,Nami
Sion,FiddleSticks,Yone,Jhin,Nautilus,True,Renekton,RekSai,Akali,Kaisa,Bard
Poppy,Qiyana,Cassiopeia,Jhin,Karma,True,Ambessa,Sylas,Syndra,Lucian,Soraka
Tryndamere,Gwen,Yone,Zilean,Nami,True,Vladimir,Viego,Aphelios,Seraphine,Rammus
Aatrox,Ekko,Yone,Mel,Nautilus,False,Heimerdinger,Gwen,Tryndamere,Ezreal,Sona
Sylas,DrMundo,Cassiopeia,Ashe,Senna,False,Rumble,JarvanIV,Zoe,Yunara,Nautilus
Yasuo,Jax,Cassiopeia,Zeri,Amumu,True,Aatrox,Qiyana,Kennen,Nilah,Senna
Aatrox,Shaco,Orianna,Smolder,Poppy,False,Jayce,Ambessa,Cassiopeia,Corki,Alistar
Malphite,Talon,Cassiopeia,Corki,Elise,True,Yone,Lillia,Morgana,Jinx,Braum
Ambessa,Poppy,Anivia,Samira,Pantheon,True,Riven,Belveth,Orianna,KogMaw,Thresh
Renekton,Nidalee,Sylas,KogMaw,Nautilus,False,Gragas,Ekko,Talon,Smolder,Thresh
Nocturne,Zyra,Nasus,Ashe,Milio,True,Darius,Zed,Viktor,Ziggs,Sylas
Aatrox,Ivern,Zeri,Ziggs,Leona,True,Fiora,Talon,Cassiopeia,Corki,Elise
Zed,FiddleSticks,Gwen,Vayne,Taric,True,Jayce,DrMundo,Viktor,MissFortune,Leona
Fiora,Ivern,Yone,Veigar,Twitch,False,Jayce,Rengar,Ziggs,MissFortune,Rell
Draven,Nunu,Morgana,Xayah,Alistar,False,Gnar,Rengar,Cassiopeia,Sivir,Milio
Darius,FiddleSticks,Ambessa,Sivir,Pyke,False,Fiora,Zyra,Yone,Swain,Braum
Darius,Khazix,Qiyana,Ziggs,Leona,True,Fiora,Volibear,TwistedFate,KogMaw,Poppy
KSante,Kayn,Viktor,Jhin,Leona,False,Smolder,Shaco,Yone,Zyra,Bard
Gangplank,Khazix,Syndra,Corki,Nami,True,Fiora,Viego,KogMaw,Senna,Zyra
Gwen,JarvanIV,Lissandra,Corki,Elise,False,Riven,Vi,KogMaw,Jhin,Maokai
Garen,Viego,Syndra,Ashe,Soraka,True,Gragas,Zed,Taliyah,Twitch,Amumu
Gragas,Kayn,Kennen,Samira,FiddleSticks,False,Ekko,DrMundo,Kassadin,Sivir,Janna
Sion,LeeSin,Sylas,Swain,Nami,False,Singed,Nocturne,Pantheon,Ziggs,Rell
Draven,JarvanIV,Leblanc,Ashe,Pyke,False,Irelia,LeeSin,Aurora,Jinx,Rell
Yone,Rumble,AurelionSol,Corki,Bard,False,Anivia,Viego,Zac,Yunara,Alistar
Ambessa,LeeSin,Viktor,Ashe,Rell,True,Camille,Kindred,Aurora,Senna,Elise
Kled,LeeSin,Ahri,Corki,Thresh,True,Gragas,Nocturne,Anivia,Draven,Poppy
Gangplank,Sylas,Syndra,Ezreal,Braum,True,Gragas,Trundle,Katarina,Veigar,Karma
MonkeyKing,Rumble,Yone,Ashe,Pantheon,False,Gragas,Shaco,Tristana,Jhin,Alistar
Udyr,FiddleSticks,Akshan,Jhin,Blitzcrank,True,Sion,Vi,Velkoz,Ashe,Lulu
Gragas,MonkeyKing,Fizz,Ashe,Senna,False,Yorick,JarvanIV,Leblanc,Yunara,Elise
Corki,Nocturne,Akali,Lux,Pyke,False,Ornn,Shaco,Viktor,Lucian,Sona
Yasuo,Kayn,Yone,Veigar,Alistar,False,Malphite,Khazix,Smolder,Ziggs,Sona
Gwen,MasterYi,TwistedFate,Corki,Senna,True,Singed,Gragas,Yone,Sivir,Milio
Vayne,Rengar,Anivia,Ziggs,Nami,False,Yorick,JarvanIV,Gragas,Ashe,Janna
Yone,Viego,Diana,Draven,Poppy,True,Riven,Hecarim,Akali,Kaisa,Janna
Aurora,Pantheon,Yone,Lucian,Senna,True,Vladimir,Belveth,Qiyana,Caitlyn,Thresh
Poppy,MonkeyKing,Kassadin,Zyra,Bard,True,Garen,Nunu,Viktor,Ashe,Pantheon
Warwick,Nocturne,Galio,Twitch,Karma,True,Fiora,LeeSin,Viktor,MissFortune,Nautilus
Yorick,Khazix,Hwei,Corki,Nautilus,True,Teemo,Hecarim,Ryze,Twitch,Thresh
Aurora,Morgana,Yone,Kaisa,Sona,False,Ambessa,Viego,Qiyana,Ashe,Elise
Ambessa,Viego,Taliyah,Yunara,Lulu,False,Renekton,Belveth,Orianna,Smolder,Bard
Teemo,JarvanIV,Yone,Ezreal,Ivern,True,Jax,Morgana,Ambessa,Aurora,Zoe
Jax,Ivern,Ambessa,Twitch,Amumu,False,Gragas,Morgana,Yone,Corki,Nami
Ambessa,Belveth,Syndra,Yunara,Soraka,True,Aatrox,Viego,Akali,Aurora,Ivern
Darius,MonkeyKing,Yone,Taliyah,Morgana,True,Gragas,Nidalee,Akshan,Twitch,Leona
Sejuani,Ekko,Smolder,Jinx,Sona,True,Gragas,Qiyana,Orianna,Senna,Rell
DrMundo,LeeSin,Orianna,Sivir,Alistar,False,Udyr,Jax,Akshan,Ziggs,Sona
Gragas,JarvanIV,Orianna,Lucian,Karma,False,Garen,Elise,Ahri,Xayah,Braum
Aatrox,Karthus,TwistedFate,Senna,Blitzcrank,True,Fiora,Nidalee,Syndra,Lucian,Bard
KSante,Shaco,Chogath,Twitch,Lulu,True,Renekton,Nunu,Gragas,Zeri,Neeko
Gnar,Kayn,Yone,Swain,Nami,True,KSante,Sylas,Corki,Zyra,Galio
Rumble,Hecarim,Ezreal,Corki,Teemo,False,Shen,JarvanIV,Taliyah,Smolder,Janna
LeeSin,Lillia,DrMundo,Aphelios,Rakan,False,Zed,Qiyana,Heimerdinger,AurelionSol,Senna
Poppy,Belveth,Taliyah,Sivir,Elise,True,KSante,Morgana,Talon,Zeri,Mel
Gragas,Khazix,Talon,Ziggs,Senna,False,Renekton,MasterYi,Morgana,KogMaw,Lulu
Quinn,Kayn,Azir,Sivir,Karma,True,Jayce,Khazix,Xerath,Kaisa,Pyke
Aatrox,Shaco,Ryze,Sivir,Thresh,True,Gragas,Viego,Aurora,Senna,Alistar
Aurora,Khazix,Yone,Taliyah,Milio,False,Nocturne,Gwen,Sylas,Corki,Maokai
Ornn,Briar,Gwen,Lucian,Braum,False,Riven,Hecarim,Sylas,Smolder,Alistar
Cassiopeia,Poppy,Lux,Tristana,Sylas,False,Mordekaiser,Nilah,Katarina,Yunara,FiddleSticks
Ambessa,Rengar,Sylas,MissFortune,Nidalee,True,Quinn,Talon,Kassadin,Varus,Sona
Rumble,Talon,Yunara,Hwei,Anivia,False,Aatrox,Jax,Corki,Swain,Zoe
Ornn,RekSai,Singed,Yunara,Braum,False,Jax,Pantheon,Ryze,Kaisa,Thresh
Gragas,Trundle,Azir,MissFortune,Leona,False,Tryndamere,Rengar,Kassadin,KogMaw,Pantheon
Fiora,Volibear,Hwei,Yunara,Rakan,False,Gnar,Briar,Chogath,Zyra,Rell
Rumble,Nunu,Jayce,Twitch,Brand,False,RekSai,MonkeyKing,Gragas,Corki,Milio
Jax,Nunu,Galio,Yunara,Lulu,False,Viego,Sylas,Malzahar,Ezreal,Soraka
Singed,Shaco,Nunu,Corki,Nami,False,Briar,Talon,Syndra,Jhin,Janna
Smolder,Rammus,Azir,Kaisa,Nautilus,True,Irelia,Kayn,Fizz,KogMaw,Sion
Brand,FiddleSticks,Draven,Caitlyn,Rell,True,Zed,JarvanIV,Xerath,Sivir,Sion
Rumble,Nocturne,Galio,Lucian,Pantheon,True,Ambessa,Sylas,Jayce,Tristana,Lulu
Renekton,Qiyana,Chogath,Jinx,Karma,False,Gnar,Morgana,Yunara,Swain,Rakan
LeeSin,Brand,Gragas,Yasuo,Nautilus,False,Kayle,Tryndamere,Naafiri,Twitch,Sona
Ambessa,DrMundo,Vex,Jinx,Senna,False,Aatrox,Gwen,Naafiri,KogMaw,Nautilus
Riven,Ivern,Galio,Twitch,Poppy,False,Darius,Sylas,Morgana,Yunara,Bard
Jayce,Ivern,Sylas,Jhin,Janna,False,Volibear,Hecarim,Aurora,Caitlyn,Thresh
Chogath,Poppy,Yone,Tristana,Elise,False,Vayne,Hecarim,KogMaw,Sivir,Bard
Ambessa,Qiyana,Lux,Yunara,Lulu,False,Renekton,Gragas,Akali,KogMaw,Soraka
Jayce,Sylas,KogMaw,Yunara,Sona,False,Teemo,Khazix,Viego,Swain,Senna
Volibear,Khazix,KogMaw,Senna,Sylas,True,Jayce,Nilah,Tristana,Viktor,Alistar
Aatrox,Ekko,Jayce,Tristana,Alistar,False,Yasuo,Corki,Sion,,Rell
Jax,Nautilus,Vladimir,Samira,Nami,True,Shen,JarvanIV,KogMaw,Aphelios,Alistar
Ornn,Qiyana,Syndra,Ashe,Seraphine,True,Camille,RekSai,KogMaw,Aphelios,Karma
Aatrox,Belveth,Zoe,KogMaw,Blitzcrank,True,Vladimir,Hecarim,Yone,Ashe,TahmKench
Azir,Kayn,Galio,Kaisa,Rell,True,Jax,LeeSin,Viktor,Aphelios,Seraphine
Aatrox,Qiyana,KogMaw,Caitlyn,Bard,True,Zilean,MonkeyKing,Syndra,Corki,Senna
LeeSin,RekSai,Syndra,KogMaw,Lulu,False,Shen,Khazix,Ryze,Smolder,Janna
Azir,Shaco,Vladimir,Draven,Rakan,False,Sejuani,MasterYi,Taliyah,Senna,Vi
Jax,Talon,Syndra,Zyra,Rell,True,Rumble,Sylas,Yone,Jhin,Ivern
Jax,Elise,Ziggs,Jhin,Karma,False,Vladimir,XinZhao,KogMaw,Tristana,Lulu
Garen,Kayn,Neeko,Jhin,Nami,False,Urgot,Talon,Azir,Lucian,Thresh
Fiora,Qiyana,Katarina,AurelionSol,Nautilus,True,Garen,MonkeyKing,Nunu,Hwei,Nami
Kennen,JarvanIV,Zeri,Draven,Pyke,True,Rumble,Poppy,Taliyah,Lucian,Nami
Shen,JarvanIV,Ekko,Kaisa,Braum,False,LeeSin,XinZhao,Ziggs,Anivia,Nautilus
Olaf,Elise,Corki,MissFortune,Rell,False,Jax,Gwen,Ryze,Draven,Ashe
Renekton,Belveth,Galio,KogMaw,Milio,False,Fiora,Ekko,Akshan,Swain,Nautilus
Yasuo,Karthus,Annie,Mel,Nami,True,Ambessa,Kindred,Aurora,Fiora,Soraka
Riven,Nocturne,Azir,Smolder,Seraphine,False,Kayle,RekSai,Orianna,Swain,Nami
Darius,Nilah,Galio,Aphelios,Hwei,False,Fiora,Viego,Mordekaiser,Ezreal,Thresh
Teemo,Zyra,Corki,Sivir,Bard,True,Garen,Vi,Ahri,Tristana,Karma
Ornn,DrMundo,Taliyah,Senna,Leona,False,Gragas,Teemo,Zed,Sivir,Blitzcrank
Ambessa,Qiyana,Galio,Jhin,Morgana,False,Renekton,Ekko,Rumble,Ezreal,Karma
Ambessa,Hecarim,Viktor,Sivir,Blitzcrank,False,Irelia,XinZhao,KogMaw,Aphelios,Teemo
Nocturne,XinZhao,Yasuo,Seraphine,Senna,True,Aatrox,Qiyana,Galio,Kaisa,Nami
KSante,Nocturne,Brand,Kaisa,Lulu,True,Ornn,Viego,Azir,Twitch,DrMundo
Jax,Khazix,Annie,Twitch,Blitzcrank,False,Kennen,Nocturne,Galio,Smolder,Karma
Garen,Hecarim,Galio,Ezreal,Bard,True,Ambessa,Viego,Ryze,Karthus,Rell
Irelia,Khazix,Ryze,Kaisa,Galio,True,Jax,Viego,Kayle,Tristana,Elise
Renekton,Qiyana,Nunu,Yunara,Rakan,True,Nocturne,Rengar,Syndra,Caitlyn,Elise
Camille,Rengar,TwistedFate,Jhin,Blitzcrank,False,Sion,Kindred,Teemo,Seraphine,Yuumi
Ambessa,Sylas,Ryze,Smolder,Sona,True,Camille,Elise,Qiyana,Ezreal,Neeko
Renekton,Nunu,Aurora,Yunara,Sona,False,Gnar,Sylas,Xerath,Twitch,Karma
Akali,Gwen,Corki,Lux,Alistar,False,Jayce,JarvanIV,Kennen,Zyra,Nami
Kennen,Hecarim,Galio,Samira,Thresh,True,KSante,Pantheon,Sylas,Xayah,Rakan
Vladimir,MasterYi,Ryze,Sivir,Sona,True,Jayce,FiddleSticks,Akali,Yunara,Nami
KSante,Sylas,TwistedFate,Lucian,Braum,False,Jax,Trundle,Ryze,Tristana,Blitzcrank
Volibear,Graves,Kennen,Swain,Thresh,False,Riven,Rengar,Warwick,Yunara,Sona
Renekton,Zyra,Yunara,Taliyah,Bard,False,Olaf,Viego,Velkoz,Smolder,Rell
Nocturne,Viego,Kayle,Ezreal,Blitzcrank,False,Rumble,RekSai,Ryze,Kaisa,Nautilus
Garen,Zyra,Fizz,Lucian,Milio,False,KSante,Volibear,Ryze,Caitlyn,Zilean
Jax,Nunu,Zed,Taliyah,Neeko,True,Corki,Qiyana,Leblanc,Lucian,Milio
Janna,Trundle,Ryze,Jhin,Neeko,False,Renekton,Qiyana,Anivia,Sivir,Blitzcrank
Fiora,JarvanIV,Ryze,MissFortune,Elise,False,Akali,XinZhao,Aurora,Kaisa,Nautilus
Jayce,Olaf,Gragas,Smolder,Elise,False,Shen,Zac,Taliyah,Aphelios,Morgana
Kled,Naafiri,TwistedFate,Syndra,Sona,False,Aurora,JarvanIV,Galio,Samira,Lulu
Irelia,Zac,Taliyah,Tristana,Alistar,False,Jayce,FiddleSticks,Zoe,Sivir,Karma
Urgot,Ekko,LeeSin,Tristana,Alistar,True,Jayce,MonkeyKing,Ryze,Mel,Sona
Aatrox,Volibear,Zed,Yunara,Soraka,True,Zac,Qiyana,Azir,Ashe,Bard
Jax,Volibear,Taliyah,Yunara,Milio,True,Aatrox,Zed,Azir,Jhin,Bard
Jayce,Rumble,Katarina,Aphelios,Blitzcrank,False,Caitlyn,Hecarim,Taliyah,Yunara,Janna
Fiora,XinZhao,Galio,Ashe,Zilean,True,Rumble,JarvanIV,Sylas,Jinx,Taric
Fiora,Hecarim,Taliyah,Draven,Sylas,False,Renekton,Belveth,Syndra,Twitch,Lulu
Poppy,Gwen,Vayne,Yunara,Karma,True,Aatrox,Karthus,Taliyah,Tristana,Pyke
Gwen,Belveth,Taliyah,Varus,Nautilus,False,Ambessa,Viego,Fizz,Tristana,Janna
Aurora,Viego,Taliyah,Lucian,Pyke,False,Ambessa,Udyr,Ahri,Tristana,Lulu
Ambessa,Heimerdinger,Azir,Ezreal,Nautilus,True,Akali,JarvanIV,Taliyah,Corki,Bard
Fiora,Rengar,Xerath,Varus,Lulu,False,Aatrox,Volibear,Taliyah,Jinx,Taric
Irelia,Sylas,Yone,Draven,Braum,True,Yasuo,Gwen,Galio,Ezreal,Leona
Teemo,Qiyana,Smolder,Taliyah,Leona,True,Poppy,Nautilus,Gragas,Draven,Rakan
Ornn,Pantheon,Taliyah,Sivir,Rell,False,Tryndamere,Zac,TwistedFate,Ezreal,Nautilus
Aatrox,Pantheon,Taliyah,Lucian,Sona,True,Yorick,Talon,Smolder,Azir,Braum
Renekton,Nautilus,Corki,Sivir,Nidalee,True,Aatrox,Hecarim,Taliyah,Xayah,Janna
Teemo,Belveth,Taliyah,Tristana,Leona,True,Gragas,Nidalee,Qiyana,Kaisa,Nautilus
Yorick,Gwen,Corki,Xayah,Blitzcrank,True,Kled,Viego,Taliyah,Tristana,Teemo
Ambessa,Pantheon,Taliyah,Vayne,Bard,False,Yorick,Trundle,Azir,Kaisa,Rell
Kled,Gwen,Syndra,Tristana,Nami,False,Mordekaiser,Rammus,Jayce,Ezreal,Elise
Renekton,Gwen,Taliyah,Aphelios,Nami,True,Ambessa,JarvanIV,Zoe,Tristana,Elise
Aurora,Belveth,Orianna,Kaisa,Alistar,True,Fiora,Udyr,Taliyah,Corki,Janna
Aurora,LeeSin,Taliyah,Jhin,Thresh,False,Irelia,Hecarim,Leblanc,Kaisa,Pyke
Olaf,Pantheon,Taliyah,Sivir,Nami,False,Shen,Gragas,Tristana,Jinx,Lulu
Ornn,Belveth,Orianna,Yunara,Nami,True,Annie,Kindred,Taliyah,Lucian,Milio
KSante,Kindred,Taliyah,Ezreal,Bard,False,Smolder,Volibear,Viktor,Hwei,Nami
Renekton,Gwen,Taliyah,Varus,TahmKench,False,Jax,DrMundo,Lux,Lucian,Yuumi
Ambessa,Kindred,Ekko,Tristana,Lulu,False,Yasuo,Volibear,TwistedFate,Ezreal,Karma
Jax,Khazix,Nunu,Tristana,Shen,True,KSante,JarvanIV,TwistedFate,KogMaw,Nami
Ambessa,LeeSin,TwistedFate,Zeri,Rell,False,Camille,Pantheon,Jayce,KogMaw,Janna
