BLUE_TOP,BLUE_JUNGLE,BLUE_MIDDLE,BLUE_BOTTOM,BLUE_UTILITY,RED_WINNER,RED_TOP,RED_JUNGLE,RED_MIDDLE,RED_BOTTOM,RED_UTILITY
Anivia,Vi,Taliyah,Nilah,Taric,False,Garen,LeeSin,TwistedFate,Twitch,Rakan
Garen,Volibear,Taliyah,Twitch,Neeko,True,Yone,Trundle,Viktor,Ezreal,Janna
Aatrox,Trundle,Taliyah,Jinx,Nautilus,False,Darius,Karthus,TwistedFate,Irelia,Elise
KSante,Viego,Taliyah,Kalista,Ashe,False,Renekton,FiddleSticks,Zed,Irelia,Poppy
Ambessa,Evelynn,Taliyah,Ashe,Lulu,True,Urgot,Udyr,Leblanc,Jhin,Karma
Gwen,Volibear,Briar,Swain,Rell,True,Urgot,Rengar,Azir,Viktor,Karma
Jax,Hecarim,TwistedFate,Twitch,Thresh,True,Ambessa,Shaco,Taliyah,Tristana,Taric
Nidalee,Graves,Taliyah,Tristana,FiddleSticks,True,Sion,Viego,Vladimir,Kaisa,Neeko
Jax,Volibear,Leblanc,Ezreal,Seraphine,False,Gragas,Belveth,TwistedFate,Sivir,Thresh
Ambessa,Talon,Zoe,KogMaw,Elise,False,Ornn,Shaco,TwistedFate,Zeri,Yuumi
Malzahar,Pantheon,Zilean,Tristana,Braum,True,MonkeyKing,Nidalee,Ryze,Corki,Karma
Rengar,JarvanIV,Azir,Swain,Senna,False,Ambessa,Gwen,Tristana,Sivir,Nautilus
Ornn,Ekko,Qiyana,Zeri,Rakan,False,Urgot,Volibear,Azir,Aphelios,FiddleSticks
Urgot,Pantheon,Zoe,Lucian,Pyke,True,Rumble,Ekko,Talon,Draven,Nautilus
Urgot,Rengar,Annie,Vayne,Janna,False,Gwen,Nunu,Yone,Nilah,Zilean
Gnar,FiddleSticks,Yone,Kaisa,Pyke,False,Gwen,JarvanIV,Taliyah,Jhin,Sona
Ryze,Zyra,LeeSin,Draven,Sett,False,Teemo,Zed,Akshan,Yasuo,Alistar
Urgot,Gragas,Pyke,Lucian,DrMundo,True,Olaf,Nunu,Qiyana,Jhin,Trundle
Kled,Evelynn,Yone,Zeri,Sona,True,Volibear,Nidalee,TwistedFate,Sivir,Karma
Gwen,Udyr,Kennen,Jinx,Nautilus,True,Ambessa,Shaco,Ahri,Sivir,Thresh
Teemo,Ivern,Yone,Senna,Rell,False,DrMundo,Gwen,Smolder,Twitch,Rakan
Gwen,Pantheon,Veigar,Tristana,Leona,False,Sett,Viego,Vladimir,Kaisa,Skarner
Darius,Vi,Kassadin,KogMaw,Karma,False,Jayce,Sejuani,Gwen,Caitlyn,Nami
Riven,Kindred,TwistedFate,Zyra,Nami,False,Gnar,XinZhao,Sylas,Tristana,Neeko
Sett,Corki,TwistedFate,Ezreal,Neeko,True,Ambessa,Rengar,Cassiopeia,Jinx,Lulu
Renekton,Pantheon,Jayce,Ziggs,Neeko,True,Aatrox,Gwen,Sylas,MissFortune,Janna
Jax,Ivern,Lissandra,Ezreal,Leona,False,Ryze,Hecarim,Aurora,Senna,Karma
Rumble,Qiyana,Xerath,Zeri,Leona,True,Heimerdinger,Zed,TwistedFate,Kaisa,Nautilus
Olaf,Diana,Jayce,Kaisa,Seraphine,False,Ambessa,Viego,Galio,Ezreal,Karma
Vladimir,XinZhao,Ahri,MissFortune,Rell,False,Urgot,Rumble,Ryze,Jhin,Alistar
Urgot,Volibear,Sylas,Senna,Soraka,False,DrMundo,MasterYi,Viktor,Ashe,Bard
Ambessa,JarvanIV,Diana,Senna,Alistar,False,Sion,Viego,Azir,Draven,Leona
Rumble,XinZhao,Sylas,Lucian,Milio,False,Riven,Karthus,Yone,Senna,Nautilus
Ryze,Naafiri,Rumble,Jhin,Nami,False,Zoe,Karthus,Karma,Lucian,Nautilus
Ambessa,Gwen,Jayce,Varus,Shaco,True,LeeSin,Ivern,Taliyah,Smolder,Leona
Vladimir,Hecarim,Taliyah,Varus,Pyke,False,Ryze,Kayn,Warwick,Lucian,Milio
Sylas,Nocturne,Akshan,Viktor,Rell,True,Rumble,Ivern,Irelia,Senna,Alistar
Heimerdinger,LeeSin,Mel,Jhin,Sona,False,Irelia,Talon,Galio,Ezreal,Karma
Kled,Corki,Orianna,Tristana,Blitzcrank,True,Poppy,Rengar,Syndra,Smolder,Soraka
Kled,Gwen,Taliyah,Zeri,Camille,True,Rumble,Viego,Lissandra,Senna,Soraka
Jax,Pantheon,Sylas,Varus,Soraka,False,Rumble,Trundle,Qiyana,Xayah,Rakan
Vladimir,Ekko,Jayce,Senna,Elise,False,Nidalee,Pantheon,Syndra,Jhin,Nautilus
Ambessa,Taliyah,Hwei,Ashe,Bard,True,DrMundo,Kayn,Orianna,Senna,Nami
Irelia,Naafiri,Viktor,Smolder,Leblanc,True,Darius,Zed,Annie,Azir,Senna
Yone,Lillia,Leblanc,Jinx,Bard,False,Fiora,Zeri,Ahri,Varus,Nidalee
Ambessa,Talon,Corki,Karthus,Pantheon,True,Tryndamere,Ekko,Lucian,Taliyah,Shen
Pantheon,Taliyah,Zoe,Sivir,Alistar,False,Yone,Naafiri,Aurora,Ezreal,Bard
Trundle,Poppy,Hwei,Jhin,Karma,False,Jax,Yorick,Viktor,Sivir,Leona
Ambessa,Karthus,Viktor,Twitch,Nautilus,True,Heimerdinger,Hecarim,Orianna,Kaisa,Morgana
Darius,Ivern,Irelia,Hwei,Leona,False,Ambessa,Taliyah,Yone,Sivir,Braum
Aurora,Graves,Sylas,Jhin,Karma,False,Ornn,Volibear,Ahri,Aphelios,Elise
Gwen,Vi,Jayce,Swain,Sona,False,Vladimir,Zed,Azir,Xayah,Renata
Renekton,Viego,Leblanc,Zilean,Sona,True,Kled,Talon,Azir,MissFortune,Nautilus
Yorick,Nunu,Azir,Tristana,Taric,False,Jax,Taliyah,Jayce,Ezreal,Leona
Rumble,Vi,Azir,Smolder,Bard,False,Olaf,Viego,Ahri,Mel,Rell
Gwen,Sejuani,Yone,Seraphine,Senna,False,Ambessa,Volibear,Ahri,Sivir,Neeko
Aatrox,Malphite,Yasuo,MissFortune,Elise,True,Sylas,Rengar,Azir,Draven,Rell
Jayce,Kayn,Azir,Caitlyn,Bard,False,Sett,XinZhao,Hwei,Draven,Karma
Renekton,Naafiri,Akali,Aphelios,Bard,False,Jayce,Hecarim,Viktor,Mel,Neeko
Camille,Gwen,Renekton,Karthus,Pantheon,False,Garen,Qiyana,Viktor,Zeri,Nunu
Gwen,Hecarim,Sylas,Zeri,Rakan,True,Renekton,Qiyana,Yone,Lux,Alistar
Zed,Nunu,Katarina,Jhin,Nautilus,False,Garen,JarvanIV,Azir,Brand,Milio
Jayce,Gwen,Irelia,Ezreal,Braum,False,Tryndamere,Ekko,Ahri,Smolder,Nautilus
Aatrox,Gwen,Vladimir,Vayne,Rell,False,Akali,Taliyah,Corki,Jhin,Nautilus
Teemo,Zed,KSante,Taliyah,Rell,False,Jayce,Vi,Sylas,Varus,Alistar
Yasuo,Khazix,Syndra,Ezreal,Pyke,True,Jax,Gwen,Pantheon,MissFortune,Neeko
Urgot,Naafiri,Taliyah,Lucian,Nami,False,Aatrox,Gwen,Sylas,Smolder,Karma
Garen,Pantheon,Irelia,Seraphine,Alistar,True,Tryndamere,Zed,Syndra,Kaisa,Nautilus
Yorick,Naafiri,Yone,Zilean,Pyke,False,Garen,Zed,Viktor,Caitlyn,Bard
Kennen,Yorick,Naafiri,Tristana,Zilean,False,TwistedFate,Hecarim,Akali,Xayah,Sylas
Teemo,Graves,Lucian,Chogath,Senna,True,Kennen,MonkeyKing,Corki,Velkoz,Braum
Yone,Zyra,Akshan,Varus,Braum,True,Ambessa,XinZhao,Taliyah,Ezreal,Zilean
Sylas,Hecarim,Corki,Taliyah,Nautilus,False,Rumble,Briar,Chogath,Tristana,Karma
Brand,Viego,Kennen,MissFortune,Rell,True,Ambessa,Graves,Taliyah,Seraphine,Pyke
Yasuo,Corki,Taliyah,Urgot,Neeko,False,Viktor,XinZhao,Lissandra,Lucian,Nautilus
Jayce,Brand,Zed,Sivir,Nautilus,False,KSante,JarvanIV,Taliyah,Tristana,Lulu
Yone,Gragas,Tristana,Swain,Taric,False,Gnar,LeeSin,AurelionSol,Lucian,Nami
Riven,LeeSin,Xerath,MissFortune,Blitzcrank,True,Volibear,Nidalee,Pantheon,Corki,Nami
Anivia,Skarner,Lucian,Varus,Braum,False,Yasuo,Khazix,Tristana,Xerath,Nami
Urgot,Naafiri,Ryze,Tristana,Milio,False,Sion,Elise,Yone,Lucian,Sona
TwistedFate,Rammus,Ahri,Draven,Thresh,True,Teemo,Viego,Sylas,Ezreal,Yuumi
Aurora,Lillia,Zed,Jhin,Galio,True,Garen,Ezreal,Sylas,Kaisa,Nautilus
Teemo,JarvanIV,Akali,Caitlyn,Karma,True,Mordekaiser,Taric,Yone,Varus,Nautilus
Yasuo,Viego,Ryze,Kaisa,Alistar,False,Gragas,Karthus,Yone,Ezreal,Karma
Aurora,Volibear,Yasuo,Ezreal,Maokai,False,Sion,Evelynn,Tristana,Corki,Karma
Singed,LeeSin,Ryze,MissFortune,Nautilus,True,Vladimir,Gwen,Yone,Corki,Soraka
Garen,Kayn,Ryze,MissFortune,Nami,False,Jayce,Gwen,Yone,Ezreal,Karma
Garen,Zed,Ryze,Xayah,Sylas,True,Camille,Gwen,Anivia,Ezreal,Yuumi
Vladimir,Vi,Ryze,MissFortune,Braum,True,Urgot,Ekko,Yone,Ezreal,Karma
Jayce,Zed,Hwei,Ashe,Leblanc,False,Aatrox,Viego,Syndra,Ezreal,Karma
Warwick,Rengar,Ivern,Aphelios,Milio,False,Fiora,Lillia,Galio,Tristana,Gragas
Jayce,Rammus,Pyke,Lux,Karma,False,Irelia,Darius,Aurora,Jhin,Nautilus
Irelia,XinZhao,Pyke,Lux,Rell,True,Sion,Kayn,Yone,Taliyah,Nautilus
Ambessa,Lillia,Pyke,Lucian,Galio,False,Camille,Viego,Hwei,Taliyah,Maokai
Gwen,MonkeyKing,Ryze,Ezreal,Nautilus,False,Akali,Viego,TwistedFate,Smolder,Karma
Aatrox,Kayn,TwistedFate,Ezreal,Karma,True,Pantheon,Zyra,Leblanc,,Alistar
KSante,Sylas,Talon,Jhin,Karma,False,Jayce,LeeSin,Leblanc,Mel,Neeko
Aurora,LeeSin,Tristana,Ashe,Lulu,False,Yasuo,Darius,Taliyah,Viktor,Rell
Heimerdinger,Kayn,Singed,Xayah,Karma,False,Garen,Graves,Chogath,Seraphine,Nami
Gnar,Elise,Viktor,Vayne,Lulu,True,Garen,DrMundo,Taliyah,Xayah,Nautilus
Rumble,Rengar,Yone,Jhin,Neeko,False,Jayce,LeeSin,Ahri,Varus,Karma
Darius,Kayn,Chogath,Jinx,Rakan,True,Renekton,Ekko,Yasuo,Lucian,Nami
Aatrox,Kindred,Chogath,Tristana,Camille,True,KogMaw,DrMundo,Yasuo,Vayne,Pyke
Volibear,Poppy,Ziggs,Ezreal,Elise,False,Yone,Rengar,Azir,Twitch,Neeko
Aatrox,Udyr,Zed,Lucian,Nautilus,True,Volibear,DrMundo,Hwei,Draven,Neeko
Riven,Zyra,Gangplank,Kaisa,Senna,True,Gragas,Darius,Chogath,Jhin,Zac
Garen,Lillia,Annie,Jhin,Bard,True,Rumble,Nidalee,Yone,Tristana,Pantheon
Rumble,Vi,Akshan,Draven,Nami,False,Jayce,Nocturne,Ryze,Varus,Xerath
Ambessa,Graves,Syndra,Draven,Janna,False,Corki,Naafiri,Taliyah,Ezreal,Bard
Jayce,Viego,Taliyah,Vladimir,Rell,False,Kled,Vi,Ahri,Ezreal,Bard
Shen,Vi,Yone,Seraphine,Nautilus,False,Riven,JarvanIV,Sylas,Tristana,Pyke
Sion,JarvanIV,Yone,Ziggs,Bard,False,Fiora,Zyra,Caitlyn,Lucian,Braum
Teemo,Vi,Azir,Jhin,Sona,False,Fiora,Talon,Viktor,Tristana,Blitzcrank
Aurora,XinZhao,Talon,Smolder,Neeko,False,Pantheon,RekSai,Viktor,Kaisa,Karma
Chogath,RekSai,Ahri,Jinx,Janna,True,Ambessa,Diana,Sylas,Yasuo,Braum
Poppy,Hecarim,Syndra,Tristana,Pyke,True,Anivia,MasterYi,Zoe,Yone,Sona
Garen,DrMundo,Viktor,Kaisa,Karma,False,Camille,Rengar,Chogath,Smolder,Zilean
Vladimir,Kindred,Taliyah,Kaisa,Rell,False,Riven,Zac,Naafiri,Karthus,Bard
Chogath,Rammus,Lissandra,Lucian,Nami,False,Maokai,Kayn,Leblanc,MissFortune,Karma
Kayle,Ivern,Chogath,Lucian,Nami,True,Teemo,Rammus,Ambessa,Jhin,Senna
Teemo,MasterYi,Ahri,Taliyah,Sona,False,Jax,Nunu,Leblanc,Lucian,Nautilus
Teemo,Kindred,Chogath,Jinx,Janna,False,Kayn,Nunu,Sylas,Xayah,Leona
Camille,Ivern,Zed,Brand,Senna,True,Sion,Kindred,Chogath,Ezreal,Karma
Fiora,JarvanIV,Evelynn,Zyra,Thresh,True,Jayce,Udyr,Tristana,Syndra,TahmKench
Gangplank,Taliyah,Syndra,Jhin,Bard,False,Olaf,JarvanIV,Hwei,Jinx,Lulu
Fiora,Karthus,Taliyah,Jinx,Lulu,False,Heimerdinger,Volibear,Yasuo,Twitch,Karma
Ornn,Kayn,Anivia,Jhin,Blitzcrank,False,Nasus,MasterYi,Viktor,Corki,Nami
Yone,Diana,Zed,Samira,Nautilus,True,Renekton,Amumu,Yasuo,Smolder,Thresh
Jax,Skarner,Viktor,Smolder,Braum,False,Rumble,Viego,Sylas,Samira,Rakan
Fiora,Ivern,Caitlyn,Tristana,Maokai,True,Poppy,Udyr,Taliyah,Anivia,Lulu
KSante,Zyra,Yone,Lucian,Nami,False,Aatrox,XinZhao,Taliyah,Ezreal,Karma
Zilean,Naafiri,Taliyah,Corki,Pantheon,False,Fiora,Hecarim,TwistedFate,Veigar,Karma
Gnar,Volibear,KSante,Corki,Soraka,False,Yone,Elise,Naafiri,Taliyah,Pyke
Aatrox,Kindred,Taliyah,Jinx,Nautilus,False,Yasuo,Karthus,Brand,Sivir,Alistar
Volibear,Nocturne,Katarina,Corki,Nami,False,Vayne,MasterYi,Ryze,Jhin,Bard
Rengar,Vi,Galio,Jhin,Rakan,False,Karma,Kayn,Sylas,Lucian,Nami
Camille,Talon,Taliyah,Corki,Nami,False,Aatrox,Rengar,TwistedFate,Ashe,Lulu
Gwen,Graves,Smolder,Seraphine,Nautilus,True,Fiora,Taliyah,Tristana,Corki,Alistar
Gnar,Rammus,Tristana,Swain,Bard,True,Nasus,Nunu,Ambessa,Kaisa,Rell
Garen,Rammus,Akali,Jinx,Karma,False,Irelia,Nidalee,Naafiri,Varus,Lulu
Varus,DrMundo,Taliyah,Ezreal,Leona,False,KSante,Gwen,Corki,Vayne,Blitzcrank
Jax,Gwen,Syndra,Varus,Senna,True,Rumble,MasterYi,Yasuo,Taliyah,Sona
Yone,Rengar,Sylas,Kaisa,Nautilus,False,RekSai,Graves,Ahri,Swain,Taric
Garen,Briar,Leblanc,Draven,Maokai,True,Rumble,Hecarim,Akshan,Seraphine,Alistar
Sejuani,Viego,Sylas,Aphelios,Yuumi,True,Sett,LeeSin,Leblanc,Viktor,Sona
Kayle,Talon,Akali,Jinx,Rakan,True,Varus,Lillia,Sylas,Aphelios,Yuumi
Sett,Qiyana,Viktor,Swain,Bard,True,Fiora,Rammus,Lucian,Seraphine,Senna
Garen,MasterYi,Taliyah,Kaisa,Braum,False,Jax,Ekko,Kayle,Mel,Nautilus
Ambessa,Vladimir,Lux,MissFortune,Nautilus,False,Quinn,Naafiri,Chogath,Akshan,Pantheon
KSante,LeeSin,Leblanc,Ezreal,Blitzcrank,False,Kayle,JarvanIV,AurelionSol,Caitlyn,Karma
Aatrox,Vi,Taliyah,Seraphine,Senna,False,Jax,Darius,Smolder,Mel,Nautilus
Rumble,MonkeyKing,Gwen,Samira,Nami,True,Ezreal,Darius,Vladimir,Swain,Rakan
Urgot,Khazix,Akali,Lucian,Nautilus,True,Yasuo,Vi,Taliyah,Cassiopeia,Bard
Jayce,Vi,Chogath,Jinx,Nautilus,False,Gwen,Rammus,Corki,Seraphine,Pantheon
KSante,Elise,Kassadin,Lucian,Milio,False,Gangplank,Viego,Ahri,Draven,Nautilus
Singed,Graves,Sylas,Aphelios,Thresh,False,Gangplank,Lillia,Azir,Ashe,Alistar
Camille,Darius,Galio,Ashe,Rakan,False,Yasuo,Shaco,Zoe,Ezreal,Janna
Leblanc,JarvanIV,,Corki,Neeko,True,,Warwick,Syndra,Caitlyn,Janna
Aatrox,Hecarim,Viktor,Lucian,Nautilus,False,Teemo,Nidalee,Qiyana,Tristana,Lulu
Akali,Volibear,Fizz,Lucian,Nami,True,Jayce,Hecarim,Viktor,Kaisa,Rakan
Jax,Shaco,Aurora,Jinx,Milio,False,Aatrox,Sejuani,Yone,Corki,Rell
Kayle,Sejuani,Yone,Kaisa,Pyke,True,Singed,Viego,Sylas,Corki,Nautilus
Aurora,Kayn,Swain,Jhin,Nautilus,True,Viktor,Pantheon,Sylas,Ashe,Lulu
Singed,Ekko,Lucian,Corki,Milio,False,Maokai,FiddleSticks,Jayce,Tristana,Bard
Tryndamere,Zed,Taliyah,Seraphine,Senna,False,Aatrox,Talon,Xerath,Ezreal,Nami
Irelia,Warwick,Mel,Ezreal,Janna,True,Sion,Pantheon,Kayle,Ashe,Milio
JarvanIV,Karthus,Yone,Twitch,Senna,False,Singed,Darius,AurelionSol,Ezreal,Lulu
Poppy,Pantheon,Zed,Syndra,Sona,True,Gangplank,Hecarim,Akali,Corki,Yuumi
Poppy,Taliyah,Zed,Kaisa,Nunu,False,Gangplank,Ambessa,Hwei,Tristana,Nautilus
Rumble,Graves,Taliyah,Samira,Nautilus,False,Galio,Poppy,Swain,Xayah,
Jayce,Belveth,Xerath,Caitlyn,Poppy,True,Ornn,FiddleSticks,Orianna,Samira,Rell
Urgot,LeeSin,Akali,Varus,Karma,True,Mordekaiser,Darius,Yone,KogMaw,Lulu
Ambessa,Rengar,Taliyah,Mel,Pyke,False,Renekton,Hecarim,Karma,Corki,Senna
Teemo,LeeSin,Ahri,Ezreal,Karma,False,Aurora,Talon,Akali,MissFortune,Hwei
Yasuo,Diana,Azir,Samira,Sett,False,Singed,Zac,Yone,Kaisa,Rakan
Singed,Rumble,Qiyana,Smolder,Elise,True,MonkeyKing,Viego,Viktor,Jinx,Thresh
Riven,Viego,Sylas,Samira,Leona,False,Garen,Hecarim,Mordekaiser,Lux,Rell
Kennen,FiddleSticks,Tristana,Zeri,Lulu,False,Garen,Nidalee,Lucian,MissFortune,Nautilus
KSante,Elise,Tristana,Xerath,Zoe,False,Poppy,Ekko,Akshan,Hwei,Nautilus
Renekton,Zac,Sivir,Seraphine,Velkoz,True,Gragas,Hecarim,Yone,Ziggs,Poppy
Jax,Pantheon,Seraphine,Jhin,Velkoz,False,Illaoi,MonkeyKing,Viktor,Ezreal,Braum
Yone,Poppy,Orianna,Corki,Rakan,True,Warwick,Kindred,Taliyah,Ezreal,Karma
Gwen,Hecarim,Viktor,Jinx,Lulu,False,Darius,Elise,Yone,Sivir,Alistar
Sett,Nidalee,Yone,Kaisa,Karma,True,Riven,Hecarim,Orianna,MissFortune,Poppy
Ambessa,Urgot,Viktor,Jhin,Yuumi,True,Riven,Shaco,Orianna,MissFortune,Rell
Jax,Viego,Yone,Sivir,Yuumi,False,Ambessa,Skarner,Zoe,Jinx,Lulu
Warwick,Skarner,Hwei,Zeri,Lulu,True,Renekton,Darius,Ekko,Tristana,Blitzcrank
Yone,Briar,Irelia,Seraphine,Rakan,False,Aurora,LeeSin,Azir,Kaisa,Nautilus
Yone,Graves,Swain,MissFortune,Nautilus,True,Tryndamere,Lillia,Lux,Jhin,Rell
JarvanIV,Kayn,Aurora,Cassiopeia,Nami,True,Garen,Nidalee,Yone,Twitch,Senna
Olaf,Nidalee,Gangplank,Jinx,Braum,False,Jayce,Khazix,Yone,Mel,Sona
Camille,Viego,Vladimir,Brand,Nami,True,Warwick,Hecarim,Aurora,Ashe,Zilean
Ambessa,LeeSin,Akali,Mel,Nami,True,Yone,Hecarim,Taliyah,Sivir,Leona
Renekton,Nunu,Zed,Tristana,Nami,False,Warwick,LeeSin,Sylas,Nilah,Karma
Garen,Viego,KSante,Seraphine,Rell,True,Jax,Pantheon,Viktor,Yasuo,Senna
Garen,Volibear,Viktor,Vayne,Milio,True,Tryndamere,Viego,Orianna,Ezreal,Seraphine
Azir,Viego,Tryndamere,Jinx,Mel,False,MonkeyKing,MasterYi,Galio,Ezreal,Lulu
Aatrox,Zac,Viktor,Corki,Sona,False,Yone,MonkeyKing,Akali,Ezreal,Pyke
Teemo,Warwick,Syndra,Ashe,Janna,True,Nasus,Rumble,Qiyana,MissFortune,Leblanc
Gnar,Volibear,Anivia,Zeri,Nami,True,Aatrox,Kayn,Viktor,Ezreal,Thresh
Malphite,Nidalee,Yasuo,Ezreal,Janna,True,Garen,XinZhao,Azir,Varus,Neeko
Poppy,Graves,Sylas,Xayah,Karma,True,Jayce,Talon,Orianna,Tristana,Nautilus
Sett,Volibear,Viktor,Corki,Quinn,False,Trundle,Viego,Veigar,MissFortune,Ornn
Jax,Zac,Galio,Lucian,Nami,False,Warwick,Hecarim,Xerath,Varus,Lulu
Garen,Zac,Tristana,Ezreal,Lulu,False,Yone,Viego,Viktor,Jinx,Rell
Tryndamere,RekSai,Akali,Corki,Nami,False,Irelia,Skarner,Viktor,Ezreal,Pantheon
Azir,Viego,Qiyana,Varus,Nautilus,False,Singed,Urgot,Taliyah,Sivir,Pyke
Riven,JarvanIV,Ryze,Jinx,Pyke,False,Tryndamere,Graves,Yone,Cassiopeia,Nautilus
Yasuo,Nidalee,Yone,Jinx,Nautilus,True,Garen,MonkeyKing,Aurora,Seraphine,Senna
Singed,Rengar,Orianna,Ezreal,Nami,True,Chogath,LeeSin,Lissandra,Caitlyn,Karma
Gangplank,Lillia,Ahri,MissFortune,Senna,True,Yasuo,Poppy,Swain,Zeri,Seraphine
Urgot,Rammus,Syndra,Kalista,Senna,False,Gnar,Elise,Anivia,Corki,Nami
Riven,Taliyah,LeeSin,Teemo,Thresh,True,Aatrox,Rammus,Zoe,Varus,Bard
Riven,Ambessa,Sylas,Ezreal,Lux,True,Gragas,Viego,Ahri,Corki,Karma
Sion,Elise,Katarina,Corki,Nautilus,True,Ambessa,Rengar,Heimerdinger,Ezreal,Zilean
Garen,Pantheon,Viktor,Jinx,Milio,False,Ambessa,Ivern,Yasuo,MissFortune,Neeko
Ambessa,Rengar,Annie,Urgot,Ivern,False,Yasuo,Taliyah,Ahri,Nilah,Neeko
Udyr,MonkeyKing,Ryze,Jinx,Rell,False,Volibear,Graves,Ekko,Jhin,Neeko
Darius,Pantheon,Leblanc,Ashe,Janna,False,FiddleSticks,Nocturne,Viktor,Vayne,Elise
Riven,Elise,Viktor,Twitch,Senna,True,Garen,Lillia,Corki,Mel,Shen
Garen,Viego,Ryze,Jhin,Elise,False,Tryndamere,Belveth,Hwei,Ashe,Neeko
Yone,FiddleSticks,Singed,Ezreal,Zilean,False,Sion,Pantheon,Azir,Jinx,Neeko
Ambessa,Qiyana,Akali,Ezreal,Leona,True,FiddleSticks,Diana,Corki,Lucian,Braum
Vex,Diana,Yone,Caitlyn,Sona,False,Ambessa,Nidalee,Taliyah,Twitch,Rell
Garen,Darius,Annie,Zyra,Senna,False,Tryndamere,Pantheon,Caitlyn,Sivir,Seraphine
Jayce,Udyr,Taliyah,Ashe,Swain,True,Sylas,Viego,Caitlyn,Zyra,Elise
Yasuo,Talon,Katarina,Syndra,Alistar,False,Teemo,Morgana,Pyke,Kaisa,Braum
Yasuo,Evelynn,Ambessa,Jhin,Rakan,True,KSante,Talon,Orianna,Kaisa,Pyke
Poppy,Nocturne,Aurora,Ashe,Senna,False,Olaf,Gwen,Yone,Tristana,Lulu
Tryndamere,Rengar,Annie,Lux,Senna,True,Jax,Taliyah,Viego,Varus,Karma
Urgot,Nunu,Syndra,Corki,Rell,True,Chogath,Nidalee,Yone,Varus,Alistar
Gnar,Graves,Mel,Tristana,Rell,False,Cassiopeia,Warwick,Akali,Corki,
Olaf,Kindred,Rumble,Caitlyn,Hwei,False,Kayn,Udyr,Ambessa,Mel,Bard
Jax,Viego,Syndra,Ezreal,Pantheon,True,Jayce,RekSai,AurelionSol,Kaisa,Karma
Teemo,XinZhao,Yone,Corki,Nautilus,True,Rumble,Viego,Azir,Ezreal,Poppy
Ornn,Viego,Azir,MissFortune,Janna,False,Gwen,Talon,Mel,Caitlyn,Leona
Chogath,Gragas,Yone,Tristana,Alistar,True,Jax,XinZhao,Azir,Samira,Rakan
Gangplank,Gragas,Ziggs,Ezreal,Poppy,False,Yasuo,Khazix,Azir,Zeri,Soraka
Renekton,FiddleSticks,Azir,Jinx,TahmKench,True,Darius,Pantheon,Syndra,Varus,Morgana
Darius,Belveth,Aurora,Yasuo,Pyke,True,Teemo,LeeSin,Vayne,Lux,Rell
Rumble,Qiyana,Akali,Aphelios,Nautilus,True,Warwick,Talon,Aurora,Twitch,Thresh
Singed,Shaco,Warwick,Ezreal,Zyra,False,Garen,Viego,Katarina,Jax,Nunu
Aatrox,JarvanIV,Katarina,Corki,Nami,True,Soraka,MonkeyKing,Warwick,MissFortune,Nautilus
Rakan,Ekko,Warwick,Jhin,Nautilus,True,Vayne,Shaco,Katarina,Zeri,Braum
Ambessa,Talon,Viktor,Ashe,Braum,True,Azir,Nunu,Akshan,Tristana,Nami
Vladimir,Nunu,Chogath,Ezreal,Alistar,False,Warwick,Viego,Zoe,Sivir,Pyke
Aatrox,Kayn,Aurora,Lux,Soraka,True,Kled,Rengar,Orianna,Samira,Alistar
Warwick,Poppy,Zoe,Jhin,Rell,False,Maokai,Rengar,Veigar,Jinx,Braum
MonkeyKing,LeeSin,Azir,Caitlyn,Lux,True,Ahri,Hecarim,Chogath,Draven,Karma
Garen,Graves,Mel,Aphelios,Sona,False,Malphite,Taliyah,Corki,Ezreal,Yuumi
Warwick,Ivern,Chogath,Draven,Leona,False,Jayce,Lillia,MonkeyKing,Mel,Thresh
Gragas,Hecarim,Lux,Draven,Thresh,False,Chogath,Kayn,Azir,Ashe,Lulu
Warwick,Briar,Anivia,Caitlyn,Senna,False,Gnar,Qiyana,Yone,Mel,Nami
Garen,MasterYi,Azir,Ashe,Nautilus,True,Ambessa,Lillia,Akshan,Lucian,Seraphine
Renekton,Warwick,Diana,Caitlyn,Seraphine,True,Ambessa,Vi,TwistedFate,Twitch,Lulu
Ambessa,Belveth,Azir,Varus,Alistar,True,Renekton,Rengar,Sylas,Twitch,Seraphine
Neeko,LeeSin,Hwei,Ezreal,Karma,True,Ambessa,Zyra,Galio,Varus,Pantheon
Jayce,XinZhao,Xerath,Zeri,Milio,True,Warwick,Shaco,Varus,Ezreal,Senna
Camille,Nocturne,Chogath,Lux,Sona,False,Renekton,Zed,Diana,Ashe,Braum
Jayce,RekSai,Neeko,Ashe,Pyke,True,Irelia,Lulu,Ahri,Jinx,
Warwick,Amumu,AurelionSol,Twitch,Leona,False,Pantheon,Darius,Lux,Mel,Nami
Jayce,Viego,Galio,Mel,Thresh,True,Tryndamere,Rumble,Orianna,Twitch,Leona
Ornn,Hecarim,Pantheon,Ryze,Senna,True,Garen,Viego,Ahri,Ezreal,Anivia
Ryze,JarvanIV,Singed,Corki,Nami,True,Nasus,Talon,Zoe,Ezreal,Maokai
KSante,Zyra,Zeri,Corki,Rell,False,Aatrox,Ivern,Pantheon,Tristana,Elise
Riven,Viego,Hwei,Zeri,Elise,False,Udyr,Zyra,Urgot,Varus,Braum
